"product_code","setid","part_num","numerator_value","numerator_unit","denominator_value","denominator_unit","base_of_strength"
"0615-2598","e67762be-585e-4633-a106-cd475497e453","0","10","mg","","","HALOPERIDOL"
"68788-9054","355fb435-e8d8-4e0f-a12d-04de4397ff04","0","100","mg","","","BENZONATATE"
"35356-582","054dcdd1-4276-4137-b551-48edd8b7f218","0","1","mg","","","WARFARIN"
"35356-397","054dcdd1-4276-4137-b551-48edd8b7f218","0","2.5","mg","","","WARFARIN"
"35356-571","054dcdd1-4276-4137-b551-48edd8b7f218","0","2","mg","","","WARFARIN"
"35356-906","054dcdd1-4276-4137-b551-48edd8b7f218","0","3","mg","","","WARFARIN"
"55111-477","a4f917f4-2aa2-c3ed-071e-232fa0f125e8","0","50","mg","","","primidone"
"55111-476","a4f917f4-2aa2-c3ed-071e-232fa0f125e8","0","250","mg","","","primidone"
"24236-624","1f639052-941e-40d9-925e-ddf36bb33169","0","50","mg","","","TRAZODONE"
"59702-150","9192ed6e-3383-4147-a2bd-796562cd81eb","0","150","mg","","","BENZONATATE"
"50436-6526","749cb705-4e45-4305-87e6-51934acdfa13","0","100","mg","","","PREGABALIN"
"0615-7740","edab4aab-85c0-487d-a967-b5ce62be9706","0","80","mg","","","PRAVASTATIN"
"55289-359","af7ef02a-1a51-4747-b4a0-7e270136f161","0","10","meq","","","POTASSIUM CATION"
"63304-552","6e9edbfc-1950-4893-9d38-e82b119ddb9a","0","3.75","mg","","","CLORAZEPIC ACID"
"63304-553","6e9edbfc-1950-4893-9d38-e82b119ddb9a","0","7.5","mg","","","CLORAZEPIC ACID"
"63304-554","6e9edbfc-1950-4893-9d38-e82b119ddb9a","0","15","mg","","","CLORAZEPIC ACID"
"67046-107","dce6a871-db80-4b59-9b30-ff970a05fa35","0","10","mg","","","CITALOPRAM"
"67046-108","dce6a871-db80-4b59-9b30-ff970a05fa35","0","20","mg","","","CITALOPRAM"
"67046-109","dce6a871-db80-4b59-9b30-ff970a05fa35","0","40","mg","","","CITALOPRAM"
"54868-2683","84e9de8f-27c3-4177-827a-6992495511ac","0","50","mg","","","ATENOLOL"
"54868-2683","84e9de8f-27c3-4177-827a-6992495511ac","0","25","mg","","","CHLORTHALIDONE"
"54868-3064","84e9de8f-27c3-4177-827a-6992495511ac","0","100","mg","","","ATENOLOL"
"54868-3064","84e9de8f-27c3-4177-827a-6992495511ac","0","25","mg","","","CHLORTHALIDONE"
"60760-280","ac805bbd-26d5-456d-9ce8-cb91ed8703b6","0","100","mg","","","TOPIRAMATE"
"60760-287","ac805bbd-26d5-456d-9ce8-cb91ed8703b6","0","25","mg","","","TOPIRAMATE"
"60760-279","ac805bbd-26d5-456d-9ce8-cb91ed8703b6","0","50","mg","","","TOPIRAMATE"
"24658-240","6f3a7252-3c28-4dc6-a56a-1d145dec8c76","0","2.5","mg","","","LISINOPRIL ANHYDROUS"
"24658-241","6f3a7252-3c28-4dc6-a56a-1d145dec8c76","0","5","mg","","","LISINOPRIL ANHYDROUS"
"24658-242","6f3a7252-3c28-4dc6-a56a-1d145dec8c76","0","10","mg","","","LISINOPRIL ANHYDROUS"
"24658-243","6f3a7252-3c28-4dc6-a56a-1d145dec8c76","0","20","mg","","","LISINOPRIL ANHYDROUS"
"24658-244","6f3a7252-3c28-4dc6-a56a-1d145dec8c76","0","30","mg","","","LISINOPRIL ANHYDROUS"
"24658-245","6f3a7252-3c28-4dc6-a56a-1d145dec8c76","0","40","mg","","","LISINOPRIL ANHYDROUS"
"0179-0138","84779a81-a59e-43e0-9211-5c61676dc373","0","800","mg","","","SULFAMETHOXAZOLE"
"0179-0138","84779a81-a59e-43e0-9211-5c61676dc373","0","160","mg","","","TRIMETHOPRIM"
"60505-3638","a494c3a4-c42b-7aa3-5dde-12cb645b08b2","0","650","1","","","TRANEXAMIC ACID"
"68382-097","a6bb4f0a-1555-4550-a7a4-99609674b1e7","0","10","mg","","","PAROXETINE"
"68382-098","a6bb4f0a-1555-4550-a7a4-99609674b1e7","0","20","mg","","","PAROXETINE"
"68382-099","a6bb4f0a-1555-4550-a7a4-99609674b1e7","0","30","mg","","","PAROXETINE"
"68382-001","a6bb4f0a-1555-4550-a7a4-99609674b1e7","0","40","mg","","","PAROXETINE"
"65162-641","d462d58e-fc3c-4c92-a210-e135eb1f4b77","0","50","mg","","","FLECAINIDE"
"65162-642","d462d58e-fc3c-4c92-a210-e135eb1f4b77","0","100","mg","","","FLECAINIDE"
"65162-643","d462d58e-fc3c-4c92-a210-e135eb1f4b77","0","150","mg","","","FLECAINIDE"
"54868-5801","69b9a032-f2d1-4c5a-a35e-9cdc3c620716","0","4","mg","","","ONDANSETRON"
"54868-5738","69b9a032-f2d1-4c5a-a35e-9cdc3c620716","0","8","mg","","","ONDANSETRON"
"0378-7001","89dd7e24-85fc-4152-89ea-47ec2b48a1ed","0","10","mg","","","PAROXETINE"
"0378-7002","89dd7e24-85fc-4152-89ea-47ec2b48a1ed","0","20","mg","","","PAROXETINE"
"0378-7003","89dd7e24-85fc-4152-89ea-47ec2b48a1ed","0","30","mg","","","PAROXETINE"
"0378-7004","89dd7e24-85fc-4152-89ea-47ec2b48a1ed","0","40","mg","","","PAROXETINE"
"76388-713","bf456fc7-3a79-47f7-8acc-600b5e2f0dc2","0","2","mg","","","BUSULFAN"
"16252-506","ff4a8eab-17d5-caf4-efba-7e7688202bf5","0","10","mg","","","SIMVASTATIN"
"16252-507","ff4a8eab-17d5-caf4-efba-7e7688202bf5","0","20","mg","","","SIMVASTATIN"
"16252-508","ff4a8eab-17d5-caf4-efba-7e7688202bf5","0","40","mg","","","SIMVASTATIN"
"16252-509","ff4a8eab-17d5-caf4-efba-7e7688202bf5","0","80","mg","","","SIMVASTATIN"
"49349-673","1cad1a5b-f838-4825-bdbb-ba4f79c186cc","0","2","mg","","","BENZTROPINE"
"24236-819","6d34c9a4-cf73-4e2d-82f6-a132412c20fe","0","25","mg","","","QUETIAPINE"
"52125-274","332cec60-efb3-4f24-ac01-fc6769ee02c4","0","325","mg","","","ACETAMINOPHEN"
"52125-274","332cec60-efb3-4f24-ac01-fc6769ee02c4","0","50","mg","","","BUTALBITAL"
"52125-274","332cec60-efb3-4f24-ac01-fc6769ee02c4","0","40","mg","","","CAFFEINE"
"54868-6370","09f08fe4-69ee-4f03-8663-62aa76b3ad97","0","400","mg","","","NEVIRAPINE"
"54868-0062","ef113645-b1a0-4327-86a0-9b066f0dd141","0","25","mg","","","DOXEPIN"
"54868-2317","ef113645-b1a0-4327-86a0-9b066f0dd141","0","10","mg","","","DOXEPIN"
"54868-1964","ef113645-b1a0-4327-86a0-9b066f0dd141","0","50","mg","","","DOXEPIN"
"54868-2552","ef113645-b1a0-4327-86a0-9b066f0dd141","0","75","mg","","","DOXEPIN"
"54868-2284","ef113645-b1a0-4327-86a0-9b066f0dd141","0","100","mg","","","DOXEPIN"
"54868-5527","886c13fa-4547-4411-88aa-8e23a7a698f6","0","12.5","mg","","","almotriptan"
"54868-3533","ef113645-b1a0-4327-86a0-9b066f0dd141","0","150","mg","","","DOXEPIN"
"16729-119","6eea668f-a2fa-447f-b2d5-4c754d13d9fa","0","10","mg","","","montelukast"
"68084-379","82b39e9b-0241-43c6-90f2-97543a2c7010","0","7.5","mg","","","OXYCODONE"
"68084-379","82b39e9b-0241-43c6-90f2-97543a2c7010","0","325","mg","","","ACETAMINOPHEN"
"68084-378","82b39e9b-0241-43c6-90f2-97543a2c7010","0","10","mg","","","OXYCODONE"
"68084-378","82b39e9b-0241-43c6-90f2-97543a2c7010","0","325","mg","","","ACETAMINOPHEN"
"13668-109","b82656d8-e22e-42e5-9b97-887e6d09a68c","0","20","mg","","","DULOXETINE"
"13668-110","b82656d8-e22e-42e5-9b97-887e6d09a68c","0","30","mg","","","DULOXETINE"
"13668-111","b82656d8-e22e-42e5-9b97-887e6d09a68c","0","60","mg","","","DULOXETINE"
"60760-371","178bff97-1098-4a42-b42e-bb950a8b1356","0","10","mg","","","LOVASTATIN"
"63629-1249","477a318a-d594-4374-81d7-abd28a98bdd1","0","60","mg","","","FEXOFENADINE"
"63629-1249","477a318a-d594-4374-81d7-abd28a98bdd1","0","60","mg","","","PSEUDOEPHEDRINE"
"55289-147","549dba03-10c5-4da8-b893-336a6f4ded20","0","25","mg","","","INDOMETHACIN"
"66116-352","ab1bacf9-00fa-4332-8cb8-a5071b2a7723","0","20","mg","","","Citalopram"
"43547-248","bfdc6d04-2859-4a0c-add9-81ab131526ca","0","500","mg","","","METFORMIN"
"43547-249","bfdc6d04-2859-4a0c-add9-81ab131526ca","0","850","mg","","","METFORMIN"
"43547-250","bfdc6d04-2859-4a0c-add9-81ab131526ca","0","1000","mg","","","METFORMIN"
"0093-2263","20c86622-85b7-4827-a317-57aee79dfe57","0","500","mg","","","AMOXICILLIN ANHYDROUS"
"0093-2264","20c86622-85b7-4827-a317-57aee79dfe57","0","875","mg","","","AMOXICILLIN ANHYDROUS"
"63629-5027","89b0438b-9701-4c1b-9e8a-f0a32c3af916","0","50","mg","","","DESIPRAMINE"
"58118-0999","600071a5-745b-4711-b1e0-042f4414d88f","0","20","meq","","","POTASSIUM CATION"
"21695-843","917f576b-ead7-442d-bf90-7fb981210805","0","50","mg","","","BUTALBITAL"
"21695-843","917f576b-ead7-442d-bf90-7fb981210805","0","750","mg","","","ACETAMINOPHEN"
"21695-843","917f576b-ead7-442d-bf90-7fb981210805","0","40","mg","","","CAFFEINE"
"55289-742","da8f086b-00c6-45a9-9694-16654c11fb12","0","300","mg","","","ISONIAZID"
"10544-214","40c5dd26-8f05-41d9-aa21-f0713b2fbfe3","0","600","mg","","","IBUPROFEN"
"52544-292","5bdeee62-962f-4466-a1f4-ba0713d45478","1","0.4","mg","","","NORETHINDRONE"
"52544-292","5bdeee62-962f-4466-a1f4-ba0713d45478","1","0.035","mg","","","ETHINYL ESTRADIOL"
"54868-5418","539cdfb4-b920-48fb-8176-fe23841e3d32","0","40","mg","","","TELMISARTAN"
"54868-5418","539cdfb4-b920-48fb-8176-fe23841e3d32","0","12.5","mg","","","HYDROCHLOROTHIAZIDE"
"54868-4540","539cdfb4-b920-48fb-8176-fe23841e3d32","0","80","mg","","","TELMISARTAN"
"54868-4540","539cdfb4-b920-48fb-8176-fe23841e3d32","0","12.5","mg","","","HYDROCHLOROTHIAZIDE"
"54868-5297","539cdfb4-b920-48fb-8176-fe23841e3d32","0","80","mg","","","TELMISARTAN"
"54868-5297","539cdfb4-b920-48fb-8176-fe23841e3d32","0","25","mg","","","HYDROCHLOROTHIAZIDE"
"43063-374","d3fba206-e9ee-4fe5-b3cb-cabc4bcead58","0","10","mg","","","ESCITALOPRAM"
"0615-7554","e2015ac5-0441-43fd-b864-a1b1fe944450","0","250","mg","","","VALPROIC ACID"
"0074-6212","08a65cf4-7749-4ceb-6895-8f4805e2b01f","0","125","mg","","","VALPROIC ACID"
"0074-6214","08a65cf4-7749-4ceb-6895-8f4805e2b01f","0","250","mg","","","VALPROIC ACID"
"0074-6215","08a65cf4-7749-4ceb-6895-8f4805e2b01f","0","500","mg","","","VALPROIC ACID"
"0615-7555","e2015ac5-0441-43fd-b864-a1b1fe944450","0","500","mg","","","VALPROIC ACID"
"49999-772","9738127d-7308-454c-94c8-3229d507370f","0","180","mg","","","FEXOFENADINE"
"63629-2697","100951d4-c98e-0aef-2c21-ba9f702ea7a9","0","0.2","mg","","","Levothyroxine"
"54868-5889","983ce15f-cd37-4f3a-9e51-205860e80976","0","1.102","g","","","SODIUM CATION"
"54868-5889","983ce15f-cd37-4f3a-9e51-205860e80976","0","0.398","g","","","SODIUM CATION"
"60760-007","cca3ee4f-42af-4ef0-bdd4-66c5bc4049e0","0","4","mg","","","DOXAZOSIN"
"63629-4153","5747157d-7bcd-4021-83f1-289f348e9c3f","0","30","mg","","","OXYCODONE"
"66336-673","83328475-128e-411e-98e1-25b56364b7eb","0","50","mg","","","AMITRIPTYLINE"
"66336-224","83328475-128e-411e-98e1-25b56364b7eb","0","100","mg","","","AMITRIPTYLINE"
"67544-408","b3bffd34-2e9c-4402-8140-f8400e480c16","0","37.5","mg","","","TRIAMTERENE"
"67544-408","b3bffd34-2e9c-4402-8140-f8400e480c16","0","25","mg","","","HYDROCHLOROTHIAZIDE"
"67544-102","b3bffd34-2e9c-4402-8140-f8400e480c16","0","75","mg","","","TRIAMTERENE"
"67544-102","b3bffd34-2e9c-4402-8140-f8400e480c16","0","50","mg","","","HYDROCHLOROTHIAZIDE"
"0024-5810","5cb7fd36-ae36-409b-af79-9c432e1cf5d9","0","174","mg","","","bupropion"
"0024-5811","5cb7fd36-ae36-409b-af79-9c432e1cf5d9","0","348","mg","","","bupropion"
"0024-5812","5cb7fd36-ae36-409b-af79-9c432e1cf5d9","0","522","mg","","","bupropion"
"50268-323","7813e1fc-0081-0e69-136e-a7c7dc4ed589","0","5","mg","","","FINASTERIDE"
"52125-517","828ac121-4bd6-4a7c-8654-77e4e235bada","0","20","mg","","","DICYCLOMINE"
"33342-015","1cec7a02-b7a5-49e1-ab64-3a4dab4149d2","0","5","mg","","","AMLODIPINE"
"33342-016","1cec7a02-b7a5-49e1-ab64-3a4dab4149d2","0","10","mg","","","AMLODIPINE"
"52544-940","4bf31001-26d4-414a-9ab5-7d48cc4b4986","1","0.15","mg","","","DESOGESTREL"
"52544-940","4bf31001-26d4-414a-9ab5-7d48cc4b4986","1","0.02","mg","","","ETHINYL ESTRADIOL"
"52544-940","4bf31001-26d4-414a-9ab5-7d48cc4b4986","3","0.01","mg","","","ETHINYL ESTRADIOL"
"53808-0217","2120f554-a09b-464c-9b86-786dd9f112b1","0","50","mg","","","CAPTOPRIL"
"53808-0347","2120f554-a09b-464c-9b86-786dd9f112b1","0","100","mg","","","CAPTOPRIL"
"21695-002","217e52b5-3a7b-4bbe-af3c-b18de7d426c3","0","5","mg","","","ARIPIPRAZOLE"
"21695-003","217e52b5-3a7b-4bbe-af3c-b18de7d426c3","0","10","mg","","","ARIPIPRAZOLE"
"21695-004","217e52b5-3a7b-4bbe-af3c-b18de7d426c3","0","15","mg","","","ARIPIPRAZOLE"
"21695-005","217e52b5-3a7b-4bbe-af3c-b18de7d426c3","0","20","mg","","","ARIPIPRAZOLE"
"60429-247","7551b0a2-bfbd-4a9e-9348-654724c13a29","0","200","mg","","","Amiodarone"
"58914-112","d85c7e20-4e1d-43cd-a64b-ced3bda70eed","0","10440","[USP'U]","","","PANCRELIPASE LIPASE"
"58914-112","d85c7e20-4e1d-43cd-a64b-ced3bda70eed","0","39150","[USP'U]","","","PANCRELIPASE PROTEASE"
"58914-112","d85c7e20-4e1d-43cd-a64b-ced3bda70eed","0","39150","[USP'U]","","","PANCRELIPASE AMYLASE"
"58914-117","d85c7e20-4e1d-43cd-a64b-ced3bda70eed","0","20880","[USP'U]","","","PANCRELIPASE LIPASE"
"58914-117","d85c7e20-4e1d-43cd-a64b-ced3bda70eed","0","78300","[USP'U]","","","PANCRELIPASE PROTEASE"
"58914-117","d85c7e20-4e1d-43cd-a64b-ced3bda70eed","0","78300","[USP'U]","","","PANCRELIPASE AMYLASE"
"45963-327","d11411e2-ccfa-49b0-8470-5682053cfb1b","0","35","mg","","","PHENDIMETRAZINE"
"52959-814","45190f26-d4cc-4cac-86b4-f79ea3b88fa2","0","37.5","mg","","","TRAMADOL"
"52959-814","45190f26-d4cc-4cac-86b4-f79ea3b88fa2","0","325","mg","","","ACETAMINOPHEN"
"35356-711","ccd211e9-aae4-40f5-a3ef-621c9e584e63","0","400","mg","","","Etodolac"
"0054-0176","1bf8b35a-b769-465c-a2f8-099868dfcd2f","0","2","mg","","","BUPRENORPHINE"
"0054-0177","1bf8b35a-b769-465c-a2f8-099868dfcd2f","0","8","mg","","","BUPRENORPHINE"
"61919-159","3cbe54ab-137b-4a1d-8490-d9e826cccbfc","0","500","mg","","","NABUMETONE"
"61919-160","3cbe54ab-137b-4a1d-8490-d9e826cccbfc","0","750","mg","","","NABUMETONE"
"54868-4515","edd4dbbc-04ed-4741-9cd9-42e9b744f99e","0","400","mg","","","Pentoxifylline"
"0378-0523","621d9058-804a-4f46-a047-ea6e432eee49","0","5","mg","","","BISOPROLOL"
"0378-0524","621d9058-804a-4f46-a047-ea6e432eee49","0","10","mg","","","BISOPROLOL"
"49884-821","dc0eabd0-2acc-4018-886c-27ba98f87cc8","0","100","mg","","","TRAMADOL"
"49884-822","dc0eabd0-2acc-4018-886c-27ba98f87cc8","0","200","mg","","","TRAMADOL"
"49884-823","dc0eabd0-2acc-4018-886c-27ba98f87cc8","0","300","mg","","","TRAMADOL"
"43063-052","a67eaa4d-7aa4-4a55-9198-62a51261c2ef","0","4","mg","","","ONDANSETRON"
"51079-418","a4a2e4e3-6213-4d72-bbdc-7c1447283e2b","0","15","mg","","","TEMAZEPAM"
"51079-419","a4a2e4e3-6213-4d72-bbdc-7c1447283e2b","0","30","mg","","","TEMAZEPAM"
"50436-6650","bdd0e87b-a1d0-4d6a-b56c-38d84184cdc2","0","25","mg","","","NORTRIPTYLINE"
"63629-2736","42bfd443-1d9d-4806-b044-6ff874b92b25","0","4","mg","","","ALBUTEROL"
"66336-536","c4702809-a2a8-4cac-97b5-9086169c6c99","0","50","ug","","","LEVOTHYROXINE"
"66336-537","c4702809-a2a8-4cac-97b5-9086169c6c99","0","100","ug","","","LEVOTHYROXINE"
"49349-928","971e48af-6aa6-42c3-af9b-50ad373190a3","0","300","mg","","","GABAPENTIN"
"52937-001","9c1a2828-1583-4414-ab22-a60480e8e508","0","1000","mg","","","icosapent"
"68788-2027","634e3ab5-1c6c-423c-9346-9b127cf9646e","0","0.25","mg","","","Alprazolam"
"68788-2029","634e3ab5-1c6c-423c-9346-9b127cf9646e","0","0.5","mg","","","Alprazolam"
"68788-0575","634e3ab5-1c6c-423c-9346-9b127cf9646e","0","1","mg","","","Alprazolam"
"42291-760","1bd7a8de-4a66-0a8d-e249-e6c03774eddc","0","80","mg","","","SOTALOL"
"42291-761","1bd7a8de-4a66-0a8d-e249-e6c03774eddc","0","120","mg","","","SOTALOL"
"42291-762","1bd7a8de-4a66-0a8d-e249-e6c03774eddc","0","160","mg","","","SOTALOL"
"45802-822","b627bd98-13b2-4340-9d67-d23e7e6a24d1","0","2","mg","","","GLIMEPIRIDE"
"63629-1338","92856dce-3ba6-4a66-ae7e-3d4b0505e27b","0","25","mg","","","CAPTOPRIL"
"55154-2658","09993cda-7cd2-4ba9-8ba2-84b4e9ce3c0e","0","12.5","mg","","","HYDROCHLOROTHIAZIDE"
"58118-4297","cb2abc2c-c0fc-4059-82be-1d38376ae3da","0","20","mg","","","FUROSEMIDE"
"58118-4299","cb2abc2c-c0fc-4059-82be-1d38376ae3da","0","40","mg","","","FUROSEMIDE"
"62037-567","c790e193-7f5f-4fd0-90ca-36b65f7f66e6","0","10","mg","","","HYDROCODONE"
"62037-567","c790e193-7f5f-4fd0-90ca-36b65f7f66e6","0","660","mg","","","ACETAMINOPHEN"
"0046-2579","fd0c0836-5d23-2183-da81-9dc7f4287052","1","0.625","mg","","","ESTROGENS, CONJUGATED"
"0046-2579","fd0c0836-5d23-2183-da81-9dc7f4287052","1","5","mg","","","MEDROXYPROGESTERONE"
"0046-2579","fd0c0836-5d23-2183-da81-9dc7f4287052","2","0.625","mg","","","ESTROGENS, CONJUGATED"
"0046-2575","fd0c0836-5d23-2183-da81-9dc7f4287052","1","0.625","mg","","","ESTROGENS, CONJUGATED"
"0046-2575","fd0c0836-5d23-2183-da81-9dc7f4287052","1","5","mg","","","MEDROXYPROGESTERONE"
"0046-2575","fd0c0836-5d23-2183-da81-9dc7f4287052","2","0.625","mg","","","ESTROGENS, CONJUGATED"
"0046-1105","fd0c0836-5d23-2183-da81-9dc7f4287052","0","0.3","mg","","","ESTROGENS, CONJUGATED"
"0046-1105","fd0c0836-5d23-2183-da81-9dc7f4287052","0","1.5","mg","","","MEDROXYPROGESTERONE"
"0046-1106","fd0c0836-5d23-2183-da81-9dc7f4287052","0","0.45","mg","","","ESTROGENS, CONJUGATED"
"0046-1106","fd0c0836-5d23-2183-da81-9dc7f4287052","0","1.5","mg","","","MEDROXYPROGESTERONE"
"0046-0975","fd0c0836-5d23-2183-da81-9dc7f4287052","0","0.625","mg","","","ESTROGENS, CONJUGATED"
"0046-0975","fd0c0836-5d23-2183-da81-9dc7f4287052","0","5","mg","","","MEDROXYPROGESTERONE"
"0046-1107","fd0c0836-5d23-2183-da81-9dc7f4287052","0","0.625","mg","","","ESTROGENS, CONJUGATED"
"0046-1107","fd0c0836-5d23-2183-da81-9dc7f4287052","0","2.5","mg","","","MEDROXYPROGESTERONE"
"0046-1108","fd0c0836-5d23-2183-da81-9dc7f4287052","0","0.625","mg","","","ESTROGENS, CONJUGATED"
"0046-1108","fd0c0836-5d23-2183-da81-9dc7f4287052","0","2.5","mg","","","MEDROXYPROGESTERONE"
"0288-2203","cd18915a-0b63-4fed-aebe-0c2fe60d8505","0","1","mg","","","FLUORIDE ION"
"65841-721","adb67d38-99f4-44ea-b2c2-b472be7bafc7","0","5","mg","","","DONEPEZIL"
"65841-722","adb67d38-99f4-44ea-b2c2-b472be7bafc7","0","10","mg","","","DONEPEZIL"
"35356-528","67df468c-ce7e-4e8f-8a26-016eee1051f6","0","200","mg","","","MORPHINE"
"43547-263","d0c7f688-ff7f-4085-b098-210c4e47c5a1","0","50","mg","","","benzphetamine"
"55154-1242","2aa00dee-4801-4671-9885-669c1f6fc122","0","5","mg","","","AMLODIPINE"
"46672-099","ca8a0862-1956-43ad-844d-77153aa09dfb","0","50","mg","","","BUTALBITAL"
"46672-099","ca8a0862-1956-43ad-844d-77153aa09dfb","0","325","mg","","","ACETAMINOPHEN"
"16590-990","4e16f4eb-5bd1-4143-9bf8-d852175a598a","0","20","mg","","","HYDROCORTISONE"
"49349-872","5d04a9ae-3a96-4a9c-a0e8-0bfb81bab6dc","0","200","mg","","","CELECOXIB"
"49349-209","47871aa3-18d1-425d-a906-f76810eaf90c","0","12.5","mg","","","HYDROCHLOROTHIAZIDE"
"49349-209","47871aa3-18d1-425d-a906-f76810eaf90c","0","20","mg","","","LISINOPRIL ANHYDROUS"
"0781-1971","7ec5f73f-32b6-48c3-b16e-891d06edf6eb","0","10","mg","","","DESIPRAMINE"
"0781-1972","7ec5f73f-32b6-48c3-b16e-891d06edf6eb","0","25","mg","","","DESIPRAMINE"
"0781-1973","7ec5f73f-32b6-48c3-b16e-891d06edf6eb","0","50","mg","","","DESIPRAMINE"
"0781-1974","7ec5f73f-32b6-48c3-b16e-891d06edf6eb","0","75","mg","","","DESIPRAMINE"
"0781-1975","7ec5f73f-32b6-48c3-b16e-891d06edf6eb","0","100","mg","","","DESIPRAMINE"
"0781-1976","7ec5f73f-32b6-48c3-b16e-891d06edf6eb","0","150","mg","","","DESIPRAMINE"
"0615-3595","46056e8c-dc64-42e2-8c7f-0b82fbf63d4d","0","5","mg","","","GLIPIZIDE"
"0615-3596","46056e8c-dc64-42e2-8c7f-0b82fbf63d4d","0","10","mg","","","GLIPIZIDE"
"63629-3204","43a81887-42b8-43b5-b58a-3f3df2e9949b","0","10","mg","","","NORTRIPTYLINE"
"54868-5011","42fcf2b5-3466-4493-8a47-c4675538ece3","0","100","mg","","","DICLOFENAC"
"54868-4568","f35ec9aa-2be6-40c9-9112-b9e3b80f8fa8","0","10","mg","","","BUSPIRONE"
"54868-4647","f35ec9aa-2be6-40c9-9112-b9e3b80f8fa8","0","15","mg","","","BUSPIRONE"
"54868-4565","f35ec9aa-2be6-40c9-9112-b9e3b80f8fa8","0","5","mg","","","BUSPIRONE"
"43063-058","2fc7aa9c-dd8b-4d73-985c-e605737aa040","0","100","mg","","","PHENAZOPYRIDINE"
"0781-1818","59b21dbe-30a0-405b-b39e-c19cea7ad9d6","0","20","mg","","","FUROSEMIDE"
"0781-1966","59b21dbe-30a0-405b-b39e-c19cea7ad9d6","0","40","mg","","","FUROSEMIDE"
"0781-1446","59b21dbe-30a0-405b-b39e-c19cea7ad9d6","0","80","mg","","","FUROSEMIDE"
"54569-6378","a85400b5-1973-46bc-b092-681ac310f280","0","6.25","mg","","","ZOLPIDEM"
"54569-6231","a85400b5-1973-46bc-b092-681ac310f280","0","12.5","mg","","","ZOLPIDEM"
"0591-5560","aee41c2f-dfe7-4f7b-85bc-04dda0915c27","0","100","mg","","","DISOPYRAMIDE"
"0591-5561","aee41c2f-dfe7-4f7b-85bc-04dda0915c27","0","150","mg","","","DISOPYRAMIDE"
"16590-337","f8f80fca-32b7-4fba-b0ab-e87530bc36b6","0","10","mg","","","ATOMOXETINE"
"49999-817","b40bfd2b-9ff1-45bf-a40f-e9812f1df228","0","15","mg","","","ARIPIPRAZOLE"
"67296-0581","a8861d0d-3ca8-4b46-adc5-5dd322142b96","0","100","mg","","","benzonatate"
"55154-0527","1fb34fc8-c673-49a6-b008-8385d37da297","0","50","mg","","","sertraline"
"55154-0532","1fb34fc8-c673-49a6-b008-8385d37da297","0","100","mg","","","sertraline"
"59762-0278","9f852453-5d49-4a83-bba9-54aa454d0c2b","0","250","mg","","","LEVOFLOXACIN ANHYDROUS"
"59762-0279","9f852453-5d49-4a83-bba9-54aa454d0c2b","0","500","mg","","","LEVOFLOXACIN ANHYDROUS"
"59762-0280","9f852453-5d49-4a83-bba9-54aa454d0c2b","0","750","mg","","","LEVOFLOXACIN ANHYDROUS"
"64764-510","f986164c-51a7-41c2-8952-511b8f46d593","0","15","mg","","","pioglitazone"
"64764-510","f986164c-51a7-41c2-8952-511b8f46d593","0","1000","mg","","","metformin"
"64764-310","f986164c-51a7-41c2-8952-511b8f46d593","0","30","mg","","","pioglitazone"
"64764-310","f986164c-51a7-41c2-8952-511b8f46d593","0","1000","mg","","","metformin"
"58118-5307","17f72b60-87e8-4d1e-b3f5-2f8a944f5478","0","25","mg","","","PROMETHAZINE"
"49349-372","82207a72-07a0-4501-aff4-8a6f6e2bccb3","0","7.5","mg","","","MELOXICAM"
"49349-867","d41fdad8-c67a-4fc8-a775-5b5c41c0b0e7","0","300","mg","","","ZIDOVUDINE"
"49349-136","d6fc590a-7ff9-488c-9898-eec926303b76","0","50","mg","","","DESIPRAMINE"
"65862-419","ff0b3cd5-c9cd-42df-b72f-4c69e76c7bd9","0","400","mg","","","SULFAMETHOXAZOLE"
"65862-419","ff0b3cd5-c9cd-42df-b72f-4c69e76c7bd9","0","80","mg","","","TRIMETHOPRIM"
"65862-420","ff0b3cd5-c9cd-42df-b72f-4c69e76c7bd9","0","800","mg","","","SULFAMETHOXAZOLE"
"65862-420","ff0b3cd5-c9cd-42df-b72f-4c69e76c7bd9","0","160","mg","","","TRIMETHOPRIM"
"68084-416","d9370dfc-283b-4a91-8e5e-18c35d2a78e6","0","150","mg","","","LAMIVUDINE"
"68084-416","d9370dfc-283b-4a91-8e5e-18c35d2a78e6","0","300","mg","","","ZIDOVUDINE"
"52125-540","2436beeb-c533-4aee-9f89-3a0974c9e7a3","0","150","mg","","","FLUCONAZOLE"
"50436-3897","7c4a3d3d-a8e3-415a-bc68-dfa09487f4c9","0","15","mg","","","MIRTAZAPINE"
"10337-061","2981e734-2a20-4b45-8521-8c13ff2b6578","0","2.5","mg","","","METHSCOPOLAMINE"
"10337-062","2981e734-2a20-4b45-8521-8c13ff2b6578","0","5","mg","","","METHSCOPOLAMINE"
"76237-153","cf18a4c9-ba0b-4ac3-88b8-cc5889b0898f","0","250","mg","","","VALPROIC ACID"
"76237-154","cf18a4c9-ba0b-4ac3-88b8-cc5889b0898f","0","500","mg","","","VALPROIC ACID"
"49999-215","595838d9-95ee-4842-981a-87a6eff8423e","0","25","mg","","","NORTRIPTYLINE"
